,tr|A0A013SC14|A0A013SC14_9GAMM,tr|A0A014C0I1|A0A014C0I1_9GAMM,tr|A0A014CTT5|A0A014CTT5_9GAMM,tr|A0A014CYJ5|A0A014CYJ5_9GAMM,tr|A0A014DBK2|A0A014DBK2_9GAMM,tr|A0A014DF73|A0A014DF73_9GAMM,tr|A0A014DTW4|A0A014DTW4_9GAMM,tr|A0A014ERD2|A0A014ERD2_9GAMM,tr|A0A014EY43|A0A014EY43_9GAMM,tr|A0A062MUQ9|A0A062MUQ9_9GAMM,tr|A0A062SKN2|A0A062SKN2_ACIBA,tr|A0A0B9XD40|A0A0B9XD40_ACIBA,tr|A0A0D7RKI7|A0A0D7RKI7_ACIBA,tr|A0A0E2G842|A0A0E2G842_ACINO,tr|A0A0J1AAD8|A0A0J1AAD8_ACIBA,tr|A0A1A0GJR9|A0A1A0GJR9_ACICA,tr|A0A1E2YIW5|A0A1E2YIW5_ACIPI,tr|A0A222A490|A0A222A490_ACIBA,tr|A0A2I8CNP8|A0A2I8CNP8_ACIBA,tr|A0A380UP52|A0A380UP52_ACIBA,tr|A0A3R9CTV7|A0A3R9CTV7_9GAMM,tr|A0A429KBM0|A0A429KBM0_ACIPI,tr|A0A4S2I392|A0A4S2I392_ACIBA,tr|A0A5Q0RTC1|A0A5Q0RTC1_ACINO,tr|A0A654KWT3|A0A654KWT3_ACIBM,tr|A0A6H3EIC4|A0A6H3EIC4_ACIBA,tr|A0A6H3SZL5|A0A6H3SZL5_ACIBA,tr|A0A6I4HNW0|A0A6I4HNW0_ACIBA,tr|A0A7L5SDU3|A0A7L5SDU3_ACIBA,tr|A0A7U3Y540|A0A7U3Y540_ACIB5,tr|A0A7U4BL76|A0A7U4BL76_ACIBA,tr|A0A7U4DDP9|A0A7U4DDP9_ACIBC,tr|A0A809JEU6|A0A809JEU6_ACIBA,tr|A0A836YKJ7|A0A836YKJ7_ACIBA,tr|A0A858S8D6|A0A858S8D6_ACIBA,tr|A0A8I1H555|A0A8I1H555_ACIPI,tr|R8YIW4|R8YIW4_ACIPI,tr|R8YZV0|R8YZV0_9GAMM,UPI0001B8E889,UPI00021B74FF,UPI0002833C81,UPI0002CDB8F9,UPI0002CEB95E,UPI0002D06098,UPI0003DF332C,UPI00041B1D67,UPI000448D735,UPI00044B3C22,UPI0004528C5E,UPI000465DD76,UPI0004A1512E,UPI00053BE3ED,UPI00057F5BD2,UPI000598E9A5,UPI0005EBC436,UPI000676019C,UPI0006A10499,UPI00070D9D1A,UPI0007C2C2E7,UPI0008107558,UPI000826DFED,UPI0009418B6D,UPI000947C4E1,UPI00095358E5,UPI000993BFAD,UPI0009B684A9,UPI0009D431EA,UPI0009D5EFF7,UPI000A333B80,UPI000A3C595B,UPI000A56000F,UPI000ABBCD72,UPI000B191CBD,UPI000B379ED3,UPI000B3FB7CD,UPI000B3FF0EF,UPI000B707648,UPI000B7BDBD5,UPI000B941B4D,UPI000BA793E0,UPI000BF6C523,UPI000BF99BCB,UPI000C04E9E8,UPI000D0126B3,UPI000D0164A9,UPI000D019E67,UPI000D01D32D,UPI000D0210B6,UPI000D021B2B,UPI000D644E28,UPI000DE6C838,UPI000DE7578B,UPI000DE7676B,UPI000DF499FC,UPI000E09C972,UPI000E09D640,UPI000F73DB0A,UPI000FBD780B,UPI0010A41630,UPI0010FD69BC,UPI0011206592,UPI00112344B9,UPI0011270E02,UPI00116BC0EF,UPI00116C204E,UPI0011922E70,UPI0012315F46,UPI001250885B,UPI00128002D8,UPI001283D1DC,UPI001284C7E1,UPI0013BD02D0,UPI00140FE8A4,UPI00143B8028,UPI00143CE0FE,UPI001487FA23,UPI00159C67B3,UPI00178CD137,UPI001897A862,UPI001898ED10,UPI0018994DFF,UPI0018999BB6,UPI00189BB2CB,UPI0018A9C75D,UPI00190048A7,UPI00190F5A66,UPI00191285C9,UPI00192ADBAF,UPI00197D70CD,UPI001A9BF9B4,UPI001B98E43D,UPI001BDBC038,UPI001C0434EA,UPI001C04481A,UPI001C0D5BEF,UPI001C1ED1F8,UPI001C62DD7D,UPI001CDB6A6E,UPI001CDD7851,UPI001D098812,UPI001D1746F9,UPI001D18106E,UPI001D186782,UPI001D188B34,UPI001D18B4D7,UPI001D18BD7B,UPI001D18F217,UPI001D190248,UPI001D191494,UPI001D194C4C,UPI001D196AC2,UPI001EE84E53,UPI001F07071F,UPI001F4EC3DD,UPI001F552102,UPI001FB207CD,UPI001FB29965,UPI001FB2C529,UPI001FB33651,UPI001FB45941,UPI001FB56787,UPI001FF6A730,UPI002017ABB1,UPI002024E08D
UPI000598E9A5,0.03125,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.005859,0.017578,0.041016,0.005859,0.007812,0.021484,0.011719,0.005859,0.033203,0.025391,0.007812,0.005859,0.011719,0.017578,0.007812,0.007812,0.007812,0.005859,0.023438,0.017578,0.005859,0.005859,0.005859,0.019531,0.048828,0.007812,0.007812,0.023438,0.007812,0.021484,0.025391,0.009766,0.007812,0.056641,0.050781,0.029297,0.014286,0.008798,0.007812,0.0,0.0,0.007812,0.014141,0.016854,0.0,0.006048,0.023438,0.031311,0.046875,0.007812,0.011719,0.011788,0.027344,0.016304,0.016304,0.007812,0.03125,0.013015,0.009119,0.0,0.054688,0.007812,0.009766,0.012712,0.021484,0.025391,0.015625,0.015625,0.023438,0.007812,0.007812,0.009766,0.007812,0.007812,0.007812,0.007812,0.017578,0.015625,0.054688,0.007812,0.009766,0.015625,0.007812,0.006012,0.012712,0.013672,0.007812,0.021635,0.00716,0.005859,0.021053,0.015789,0.0,0.078125,0.076172,0.0,0.011952,0.011905,0.027344,0.02554,0.009766,0.007812,0.016575,0.006438,0.080078,0.002551,0.008547,0.008403,0.018519,0.013752,0.041016,0.019531,0.0,0.007812,0.007812,0.039062,0.021484,0.021484,0.004082,0.006073,0.008696,0.052734,0.007812,0.0,0.007812,0.005906,0.03125,0.062035,0.0,0.024499,0.0,0.0,0.0,0.013761,0.0,0.0,0.0,0.0,0.048828,0.007812,0.007812,0.0,0.010381,0.004082,0.002331,0.002237,0.031142,0.031128,0.007812,0.019531,0.007812
UPI0005EBC436,0.03125,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.037109,0.001953,0.003906,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.013672,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.048828,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.056641,0.050781,0.037109,0.02381,0.002933,0.003906,0.002833,0.007812,0.0,0.012121,0.0,0.002825,0.010081,0.023438,0.031311,0.039062,0.003906,0.015625,0.007859,0.027344,0.021739,0.0,0.003906,0.027344,0.010846,0.00304,0.002841,0.054688,0.011719,0.005859,0.021186,0.025391,0.021484,0.019531,0.011719,0.023438,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.046875,0.003906,0.013672,0.011719,0.011719,0.01002,0.004237,0.009766,0.003906,0.021635,0.011933,0.005859,0.005263,0.021053,0.010638,0.074219,0.072266,0.010417,0.003984,0.019841,0.027344,0.021611,0.013672,0.011719,0.0,0.01073,0.076172,0.005102,0.004274,0.005602,0.0,0.009823,0.044922,0.015625,0.0,0.003906,0.011719,0.037109,0.017578,0.017578,0.010204,0.002024,0.004348,0.044922,0.011719,0.0,0.003906,0.009843,0.03125,0.064516,0.002899,0.03118,0.00289,0.002985,0.002994,0.022936,0.002959,0.00295,0.002941,0.002967,0.041016,0.003906,0.003906,0.0,0.017301,0.016327,0.009324,0.008949,0.031142,0.035019,0.003906,0.023438,0.011719
UPI000676019C,0.040404,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.010101,0.016162,0.010101,0.022222,0.046465,0.010101,0.012121,0.026263,0.016162,0.010101,0.038384,0.034343,0.018182,0.016162,0.022222,0.022222,0.012121,0.012121,0.012121,0.016162,0.028283,0.022222,0.010101,0.012121,0.016162,0.024242,0.058586,0.010101,0.012121,0.028283,0.018182,0.026263,0.034343,0.020202,0.018182,0.066667,0.060606,0.044444,0.119048,0.064516,0.010101,0.0,0.014141,0.012121,0.0,0.123596,0.0,0.048485,0.032323,0.042424,0.052525,0.012121,0.022222,0.022222,0.036364,0.13587,0.119565,0.012121,0.036364,0.008677,0.066869,0.0,0.064646,0.018182,0.014141,0.105932,0.034343,0.030303,0.026263,0.020202,0.032323,0.012121,0.018182,0.020202,0.018182,0.018182,0.018182,0.018182,0.022222,0.026263,0.060606,0.012121,0.020202,0.020202,0.018182,0.016162,0.09322,0.016162,0.012121,0.072115,0.059666,0.012121,0.121053,0.131579,0.0,0.084848,0.080808,0.0,0.087649,0.099206,0.036364,0.036364,0.020202,0.018182,0.121547,0.053648,0.086869,0.002551,0.012821,0.011204,0.135802,0.024242,0.052525,0.024242,0.0,0.012121,0.018182,0.044444,0.026263,0.026263,0.008163,0.044534,0.0,0.058586,0.018182,0.0,0.012121,0.016162,0.040404,0.062035,0.0,0.028953,0.0,0.0,0.0,0.114679,0.0,0.0,0.0,0.0,0.054545,0.012121,0.010101,0.035714,0.086505,0.012245,0.006993,0.006711,0.103806,0.031128,0.012121,0.030303,0.018182
UPI0006A10499,0.005618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022472,0.0,0.0,0.011236,0.0,0.0,0.022472,0.0,0.0,0.02809,0.016854,0.022472,0.022472,0.022472,0.0,0.0,0.0,0.0,0.022472,0.0,0.005618,0.0,0.005618,0.022472,0.0,0.016854,0.005618,0.0,0.005618,0.02809,0.0,0.016854,0.022472,0.02809,0.016854,0.016854,0.05618,0.022472,0.0,0.005618,0.865169,0.016854,0.0,0.123596,0.0,0.865169,0.022472,0.005618,0.016854,0.011236,0.0,0.022472,0.0,0.022472,0.022472,0.0,0.0,0.0,0.308989,0.0,0.859551,0.016854,0.022472,0.0,0.022472,0.016854,0.011236,0.022472,0.005618,0.005618,0.0,0.022472,0.022472,0.022472,0.022472,0.022472,0.022472,0.0,0.022472,0.011236,0.0,0.022472,0.0,0.022472,0.095506,0.0,0.005618,0.0,0.022472,0.022472,0.005618,0.005618,0.022472,0.691489,0.033708,0.039326,0.84375,0.0,0.022472,0.016854,0.005618,0.022472,0.022472,0.0,0.022472,0.044944,0.674157,0.106742,0.106742,0.0,0.0,0.022472,0.005618,0.82243,0.0,0.022472,0.022472,0.011236,0.0,0.146067,0.0,0.325843,0.005618,0.022472,0.850394,0.005618,0.044944,0.011236,0.617978,0.792135,0.426966,0.786517,0.859551,0.837079,0.022472,0.853933,0.814607,0.842697,0.853933,0.016854,0.005618,0.005618,0.0,0.022472,0.264045,0.483146,0.382022,0.022472,0.202247,0.005618,0.022472,0.02809
UPI00070D9D1A,0.039548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949,0.045198,0.0,0.002825,0.008475,0.0,0.0,0.025424,0.028249,0.002825,0.0,0.008475,0.016949,0.002825,0.002825,0.002825,0.0,0.025424,0.014124,0.0,0.0,0.0,0.019774,0.059322,0.0,0.002825,0.022599,0.0,0.022599,0.028249,0.00565,0.0,0.073446,0.064972,0.042373,0.752381,0.463343,0.0,0.0,0.0,0.002825,0.0,0.865169,0.0,0.045198,0.028249,0.039548,0.053672,0.002825,0.008475,0.016949,0.028249,0.858696,0.858696,0.002825,0.036723,0.0,0.480243,0.0,0.070621,0.002825,0.00565,0.669492,0.019774,0.022599,0.014124,0.011299,0.028249,0.002825,0.002825,0.00565,0.002825,0.002825,0.002825,0.002825,0.016949,0.014124,0.064972,0.002825,0.00565,0.014124,0.002825,0.0,0.669492,0.0,0.002825,0.285311,0.262712,0.002825,0.831579,0.831579,0.095745,0.096045,0.090395,0.0,0.629482,0.626984,0.031073,0.033898,0.00565,0.002825,0.867403,0.129944,0.09322,0.002825,0.594017,0.387006,0.851852,0.019774,0.042373,0.016949,0.0,0.002825,0.002825,0.039548,0.016949,0.022599,0.0,0.050847,0.434783,0.064972,0.002825,0.0,0.0,0.0,0.036723,0.070621,0.049275,0.0,0.052023,0.01194,0.026946,0.724771,0.017751,0.038348,0.023529,0.017804,0.053672,0.0,0.0,0.77381,0.546713,0.465306,0.0,0.0,0.564014,0.509728,0.0,0.019774,0.0
UPI0007C2C2E7,0.032258,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.008065,0.0,0.008065,0.018145,0.042339,0.008065,0.010081,0.022177,0.014113,0.008065,0.034274,0.02621,0.002016,0.0,0.006048,0.018145,0.010081,0.010081,0.010081,0.0,0.022177,0.020161,0.008065,0.008065,0.0,0.020161,0.050403,0.010081,0.010081,0.024194,0.002016,0.020161,0.024194,0.004032,0.002016,0.058468,0.052419,0.03629,0.0,0.01173,0.010081,0.045326,0.006048,0.010081,0.048485,0.022472,0.045198,0.0,0.024194,0.034274,0.048387,0.010081,0.006048,0.020161,0.028226,0.0,0.021739,0.010081,0.032258,0.049892,0.012158,0.045455,0.056452,0.002016,0.012097,0.0,0.022177,0.02621,0.008065,0.018145,0.024194,0.010081,0.002016,0.004032,0.002016,0.002016,0.002016,0.002016,0.018145,0.010081,0.056452,0.010081,0.004032,0.016129,0.002016,0.02621,0.016949,0.016129,0.010081,0.024038,0.0,0.012097,0.026316,0.0,0.0,0.078629,0.076613,0.0,0.015936,0.0,0.028226,0.032258,0.004032,0.002016,0.022099,0.0,0.080645,0.043367,0.012821,0.011204,0.024691,0.022177,0.03629,0.020161,0.0,0.010081,0.002016,0.040323,0.022177,0.022177,0.034694,0.008097,0.013043,0.054435,0.002016,0.0,0.010081,0.008065,0.032258,0.099256,0.0,0.057906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050403,0.010081,0.006048,0.011905,0.0,0.0,0.037296,0.035794,0.034602,0.035019,0.010081,0.012097,0.002016
UPI0008107558,0.011719,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.021484,0.025391,0.021484,0.009766,0.029297,0.021484,0.023438,0.033203,0.027344,0.021484,0.019531,0.005859,0.027344,0.025391,0.03125,0.013672,0.023438,0.023438,0.023438,0.025391,0.017578,0.017578,0.021484,0.021484,0.025391,0.007812,0.029297,0.023438,0.023438,0.017578,0.027344,0.015625,0.013672,0.029297,0.027344,0.041016,0.035156,0.052734,0.019048,0.017595,0.023438,0.028329,0.023438,0.023438,0.032323,0.005618,0.028249,0.024194,0.0,0.011742,0.03125,0.023438,0.03125,0.027505,0.007812,0.016304,0.005435,0.019531,0.007812,0.032538,0.018237,0.028409,0.039062,0.027344,0.025391,0.025424,0.021484,0.011719,0.015625,0.015625,0.007812,0.023438,0.027344,0.029297,0.027344,0.027344,0.027344,0.027344,0.011719,0.035156,0.039062,0.023438,0.029297,0.011719,0.027344,0.026052,0.016949,0.029297,0.023438,0.009615,0.019093,0.025391,0.010526,0.015789,0.042553,0.064453,0.0625,0.052083,0.01992,0.027778,0.007812,0.019646,0.029297,0.027344,0.005525,0.017167,0.066406,0.028061,0.021368,0.019608,0.006173,0.02947,0.054688,0.013672,0.0,0.023438,0.027344,0.023438,0.015625,0.009766,0.026531,0.018219,0.026087,0.037109,0.027344,0.0,0.023438,0.025591,0.015625,0.047146,0.017391,0.048998,0.017341,0.023881,0.01497,0.022936,0.023669,0.014749,0.023529,0.023739,0.033203,0.023438,0.023438,0.0,0.027682,0.028571,0.027972,0.026846,0.013841,0.015564,0.023438,0.011719,0.027344
UPI000826DFED,0.019569,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.029354,0.033268,0.029354,0.017613,0.037182,0.029354,0.031311,0.041096,0.035225,0.029354,0.027397,0.005871,0.035225,0.033268,0.039139,0.021526,0.031311,0.031311,0.031311,0.033268,0.02544,0.02544,0.029354,0.029354,0.033268,0.015656,0.037182,0.031311,0.031311,0.02544,0.035225,0.023483,0.013699,0.037182,0.035225,0.048924,0.043053,0.060665,0.028571,0.020528,0.031311,0.03966,0.031311,0.031311,0.042424,0.016854,0.039548,0.034274,0.011742,0.0,0.039139,0.031311,0.033268,0.037328,0.007828,0.027174,0.016304,0.027397,0.019569,0.043384,0.021277,0.039773,0.046967,0.035225,0.033268,0.029661,0.029354,0.015656,0.023483,0.023483,0.015656,0.031311,0.035225,0.037182,0.035225,0.035225,0.035225,0.035225,0.019569,0.043053,0.046967,0.031311,0.037182,0.019569,0.035225,0.036072,0.021186,0.037182,0.031311,0.002404,0.02148,0.033268,0.021053,0.026316,0.042553,0.072407,0.07045,0.041667,0.023904,0.031746,0.007828,0.02947,0.037182,0.035225,0.016575,0.027897,0.074364,0.038265,0.025641,0.022409,0.012346,0.039293,0.062622,0.021526,0.0,0.031311,0.035225,0.031311,0.023483,0.017613,0.036735,0.02834,0.030435,0.04501,0.035225,0.0,0.031311,0.035433,0.023483,0.057072,0.028986,0.060134,0.028902,0.035821,0.026946,0.027523,0.035503,0.026549,0.035294,0.035608,0.041096,0.031311,0.031311,0.011905,0.031142,0.032653,0.037296,0.038031,0.00346,0.003891,0.031311,0.019569,0.035225
UPI0009418B6D,0.035156,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.041016,0.048828,0.041016,0.029297,0.037109,0.041016,0.042969,0.052734,0.046875,0.041016,0.033203,0.033203,0.050781,0.048828,0.054688,0.033203,0.042969,0.042969,0.042969,0.048828,0.037109,0.037109,0.041016,0.042969,0.048828,0.027344,0.021484,0.042969,0.042969,0.037109,0.050781,0.035156,0.037109,0.052734,0.050781,0.025391,0.015625,0.076172,0.038095,0.029326,0.042969,0.053824,0.046875,0.039062,0.052525,0.011236,0.053672,0.048387,0.03125,0.039139,0.0,0.042969,0.054688,0.047151,0.035156,0.032609,0.01087,0.039062,0.03125,0.052061,0.030395,0.053977,0.019531,0.050781,0.044922,0.033898,0.044922,0.035156,0.039062,0.039062,0.027344,0.042969,0.050781,0.052734,0.050781,0.050781,0.050781,0.050781,0.03125,0.058594,0.011719,0.042969,0.052734,0.03125,0.050781,0.0501,0.016949,0.048828,0.042969,0.043269,0.047733,0.044922,0.015789,0.031579,0.042553,0.064453,0.0625,0.072917,0.023904,0.039683,0.035156,0.039293,0.052734,0.050781,0.01105,0.042918,0.066406,0.053571,0.025641,0.033613,0.012346,0.049116,0.072266,0.03125,0.056075,0.041016,0.050781,0.033203,0.033203,0.029297,0.05102,0.038462,0.034783,0.009766,0.050781,0.047244,0.042969,0.049213,0.027344,0.022333,0.046377,0.073497,0.046243,0.050746,0.041916,0.036697,0.050296,0.041298,0.05,0.050445,0.001953,0.042969,0.042969,0.011905,0.044983,0.044898,0.053613,0.051454,0.038062,0.042802,0.042969,0.035156,0.050781
UPI000947C4E1,0.03125,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.037109,0.001953,0.003906,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.013672,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.048828,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.056641,0.050781,0.037109,0.019048,0.002933,0.003906,0.002833,0.007812,0.003906,0.012121,0.0,0.002825,0.010081,0.023438,0.031311,0.042969,0.0,0.015625,0.007859,0.027344,0.021739,0.0,0.003906,0.027344,0.010846,0.00304,0.002841,0.054688,0.011719,0.005859,0.016949,0.025391,0.021484,0.019531,0.011719,0.023438,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.050781,0.003906,0.013672,0.011719,0.011719,0.01002,0.0,0.009766,0.003906,0.021635,0.011933,0.001953,0.005263,0.021053,0.0,0.074219,0.072266,0.0,0.0,0.015873,0.027344,0.021611,0.013672,0.011719,0.0,0.01073,0.076172,0.005102,0.0,0.005602,0.0,0.009823,0.044922,0.015625,0.0,0.003906,0.011719,0.037109,0.017578,0.017578,0.010204,0.002024,0.0,0.048828,0.011719,0.007874,0.003906,0.009843,0.03125,0.064516,0.002899,0.03118,0.00289,0.002985,0.002994,0.018349,0.002959,0.00295,0.002941,0.002967,0.044922,0.003906,0.003906,0.0,0.013841,0.012245,0.009324,0.008949,0.027682,0.031128,0.003906,0.023438,0.011719
UPI00095358E5,0.039062,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.013672,0.005859,0.013672,0.025391,0.048828,0.013672,0.015625,0.02924,0.021442,0.013672,0.041016,0.033203,0.007812,0.005859,0.013645,0.025391,0.015625,0.015625,0.015625,0.005859,0.03125,0.025391,0.013672,0.013672,0.005859,0.027344,0.056641,0.015625,0.015625,0.03125,0.007812,0.029297,0.033203,0.009766,0.007812,0.064453,0.058594,0.041016,0.0,0.01173,0.015625,0.008499,0.011719,0.015625,0.022222,0.022472,0.008475,0.006048,0.03125,0.033268,0.054688,0.015625,0.0,0.019646,0.035156,0.0,0.021739,0.015625,0.039062,0.021692,0.012158,0.008523,0.0625,0.007812,0.017578,0.0,0.031189,0.033203,0.015625,0.023438,0.03125,0.015625,0.007812,0.009766,0.007812,0.007812,0.007812,0.007812,0.025391,0.017544,0.0625,0.015625,0.009766,0.023438,0.007812,0.006012,0.016949,0.023392,0.015625,0.024038,0.0,0.017578,0.026316,0.0,0.0,0.085938,0.083984,0.0,0.015936,0.0,0.035156,0.033399,0.009766,0.007812,0.022099,0.006438,0.087891,0.010204,0.012821,0.011204,0.024691,0.021611,0.042885,0.027344,0.0,0.015625,0.007812,0.046875,0.029297,0.029297,0.008163,0.01417,0.013043,0.060547,0.007812,0.0,0.015625,0.005906,0.039062,0.069479,0.008696,0.028953,0.008671,0.008955,0.008982,0.0,0.008876,0.00885,0.008824,0.008902,0.056641,0.015625,0.011719,0.011905,0.0,0.0,0.006993,0.006711,0.034602,0.035019,0.015625,0.019531,0.007812
UPI000993BFAD,0.035363,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.005894,0.013752,0.005894,0.017682,0.041257,0.005894,0.007859,0.021611,0.011788,0.005894,0.033399,0.02947,0.015717,0.013752,0.013752,0.017682,0.007859,0.007859,0.007859,0.013752,0.023576,0.017682,0.005894,0.007859,0.013752,0.019646,0.053045,0.007859,0.007859,0.023576,0.015717,0.021611,0.02947,0.017682,0.015717,0.060904,0.05501,0.041257,0.019048,0.002933,0.007859,0.016997,0.011788,0.007859,0.022222,0.0,0.016949,0.020161,0.027505,0.037328,0.047151,0.007859,0.019646,0.0,0.031434,0.021739,0.0,0.007859,0.031434,0.021692,0.0,0.017045,0.058939,0.015717,0.009823,0.016949,0.02947,0.02554,0.023576,0.015717,0.027505,0.007859,0.015717,0.017682,0.015717,0.015717,0.015717,0.015717,0.017682,0.017682,0.05501,0.007859,0.017682,0.015717,0.015717,0.02004,0.0,0.013752,0.007859,0.033654,0.023866,0.009823,0.005263,0.021053,0.0,0.078585,0.076621,0.0,0.0,0.015873,0.031434,0.013752,0.017682,0.015717,0.0,0.021459,0.08055,0.017857,0.0,0.019608,0.0,0.001965,0.049116,0.019646,0.018692,0.007859,0.015717,0.041257,0.021611,0.021611,0.020408,0.012146,0.0,0.053045,0.015717,0.047244,0.007859,0.019685,0.035363,0.076923,0.017391,0.042316,0.017341,0.01791,0.017964,0.018349,0.017751,0.017699,0.017647,0.017804,0.049116,0.007859,0.007859,0.0,0.013841,0.012245,0.020979,0.020134,0.027682,0.031128,0.007859,0.027505,0.015717
UPI0009B684A9,0.015625,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.025391,0.029297,0.025391,0.013672,0.033203,0.025391,0.027344,0.037109,0.03125,0.025391,0.023438,0.001953,0.03125,0.029297,0.035156,0.017578,0.027344,0.027344,0.027344,0.029297,0.021484,0.021484,0.025391,0.025391,0.029297,0.011719,0.033203,0.027344,0.027344,0.021484,0.03125,0.019531,0.009766,0.033203,0.03125,0.044922,0.039062,0.056641,0.033333,0.02346,0.027344,0.028329,0.027344,0.027344,0.036364,0.022472,0.028249,0.028226,0.007812,0.007828,0.035156,0.027344,0.035156,0.031434,0.0,0.032609,0.021739,0.023438,0.015625,0.034707,0.024316,0.028409,0.042969,0.03125,0.029297,0.033898,0.025391,0.011719,0.019531,0.019531,0.011719,0.027344,0.03125,0.033203,0.03125,0.03125,0.03125,0.03125,0.015625,0.039062,0.042969,0.027344,0.033203,0.015625,0.03125,0.03006,0.025424,0.033203,0.027344,0.0,0.023866,0.029297,0.026316,0.031579,0.042553,0.068359,0.066406,0.041667,0.027888,0.035714,0.003906,0.023576,0.033203,0.03125,0.022099,0.021459,0.070312,0.028061,0.029915,0.02521,0.018519,0.033399,0.058594,0.017578,0.0,0.027344,0.03125,0.027344,0.019531,0.013672,0.030612,0.022267,0.030435,0.041016,0.03125,0.0,0.027344,0.029528,0.019531,0.047146,0.017391,0.051225,0.017341,0.023881,0.01497,0.03211,0.023669,0.014749,0.023529,0.023739,0.037109,0.027344,0.027344,0.02381,0.034602,0.032653,0.027972,0.029083,0.0,0.0,0.027344,0.015625,0.03125
UPI0009D431EA,0.016304,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.021739,0.0,0.021739,0.021739,0.032609,0.021739,0.021739,0.043478,0.027174,0.021739,0.048913,0.027174,0.0,0.0,0.0,0.021739,0.021739,0.021739,0.021739,0.0,0.021739,0.027174,0.021739,0.021739,0.0,0.021739,0.027174,0.027174,0.021739,0.027174,0.005435,0.021739,0.027174,0.0,0.005435,0.027174,0.027174,0.059783,0.0,0.021739,0.027174,0.86413,0.016304,0.021739,0.13587,0.022472,0.858696,0.0,0.016304,0.027174,0.032609,0.021739,0.0,0.021739,0.032609,0.0,0.021739,0.021739,0.021739,0.315217,0.021739,0.869565,0.027174,0.0,0.021739,0.0,0.021739,0.032609,0.0,0.027174,0.016304,0.021739,0.0,0.0,0.0,0.0,0.0,0.0,0.021739,0.0,0.032609,0.021739,0.0,0.021739,0.0,0.070652,0.021739,0.032609,0.021739,0.032609,0.0,0.027174,0.027174,0.0,0.62766,0.054348,0.059783,0.84375,0.021739,0.0,0.027174,0.027174,0.0,0.0,0.022099,0.0,0.065217,0.652174,0.119565,0.119565,0.024691,0.021739,0.005435,0.027174,0.831776,0.021739,0.0,0.038043,0.032609,0.021739,0.125,0.021739,0.331522,0.027174,0.0,0.850394,0.027174,0.021739,0.021739,0.597826,0.766304,0.396739,0.76087,0.836957,0.809783,0.0,0.826087,0.788043,0.815217,0.826087,0.038043,0.027174,0.016304,0.011905,0.0,0.23913,0.451087,0.353261,0.032609,0.201087,0.027174,0.0,0.005435
